,user_id,email,registration_date,transaction_count,total_amount,card_payments_count,paypal_payments_count,usd_payments_count,eur_payments_count
29,799,megan85@DOYLE.COM,2023-06-28 20:03:09.430802,4,531.738579897763,1,0,1,2
30,481,@miller.com,2023-04-15 04:15:28.891695,7,1100.1885667129302,3,1,2,4
31,970, laurakelley@.COM,2024-11-15 04:59:42.333068,3,293.30195461782785,0,3,3,0
32,472,morenojoshua@example.com,2024-11-17 07:43:22.499384,2,75.5701704323136,0,1,0,2
33,853,ujackson@example.org,2023-07-28 20:34:39.265545,5,618.888174283293,0,2,2,3
34,296,ericphillips@example.org,2025-01-03 05:21:04.873740,7,634.4443056600234,1,3,4,3
35,322, ingramjill@.COM,2023-07-20 19:58:23.053705,3,340.14215890702434,1,2,1,2
36,918,ewilson@example.com,2024-03-11 22:41:51.062363,2,158.99422530650477,1,0,1,1
37,78,michael86@example.net,2023-08-25 02:36:43.024693,1,67.9426682773567,0,0,1,0
38,513, nicholas65@frederick.org ,2024-04-07 18:44:36.051908,2,238.28860243384085,1,0,2,0
39,857,wilkinsonmichele@example.org,2023-01-17 06:27:58.277933,4,336.5669687329797,2,1,3,1
40,613,cynthia05@example.org,2023-08-23 03:43:45.222682,8,745.7014794293834,0,2,3,4
41,633,flamb@.martinez-dunlap.com,2023-08-01 19:34:44.800550,2,266.3960221521658,0,1,1,1
42,362,georgeweber@.morgan.com,2024-01-25 13:33:19.456175,4,521.5812595158966,2,2,2,2
43,673,BROOKE97@johnson.biz,2024-05-31 22:46:24.798476,3,181.1275895098078,0,2,2,1
44,974,justin84@example.com,2023-04-21 23:46:16.333853,8,645.5041227484396,4,2,2,6
45,321,cooperjessica@example.net,2024-03-28 22:26:00.428999,3,234.70920768062518,0,1,2,1
46,961, imcdonald@.COM,2023-03-01 22:44:48.376935,1,98.66243772129309,1,0,0,0
47,593,collinssamuel@example.org,2024-07-26 09:44:30.483898,3,309.1961856486295,0,3,1,0
48,597,alexandra42@example.com,2024-11-22 02:26:58.785092,3,398.4636339455636,1,0,1,1
49,876,cjohnson@berry.com ,2024-07-22 15:11:02.889784,5,558.7485701005536,1,1,3,1
50,375,brandon47@example.net,2024-04-11 13:41:36.797458,7,665.1195952570373,0,1,1,4
51,976,jackie73@example.com,2023-06-15 10:06:47.139176,3,451.46486728613434,0,1,2,1
52,744,stephen89@example.net,2024-12-24 15:35:31.473544,4,477.17924239317745,2,1,1,1
53,155,lynchjody@example.org,2023-10-20 21:17:48.570946,5,363.93712800335544,1,3,1,3
54,683,seanbaker@example.com,2024-07-20 20:38:52.289748,4,529.2685711458524,0,0,2,2
55,950,kwelch@example.com,2023-07-10 22:49:35.062822,6,592.6124098419564,2,2,4,2
56,108,gateskathy@example.com,2024-02-17 06:39:18.480085,4,461.2827823430658,1,1,1,3
57,796,mbarnes@example.net,2024-03-23 12:33:14.347993,7,606.3964772874201,2,0,3,2
58,211,bergerdebbie@example.com,2023-12-01 15:43:45.336759,6,591.1893844533694,2,0,2,3
59,193,vsantos@example.net,2024-12-30 04:27:40.825824,6,666.2888841706953,1,2,4,1
60,368,catherine55@example.net,2023-02-06 21:04:52.727395,4,374.69286786914284,0,2,4,0
61,530,byrdfrank,2024-05-21 21:12:34.843368,8,972.4430141526248,1,5,3,4
62,642,paul20@example.com,2023-03-25 06:31:32.627597,1,92.12893331132945,0,0,0,1
63,115, shawnrogers@.COM,2024-03-07 03:32:24.872984,3,263.7621258281607,0,2,1,1
64,772,qwilliams@edwards.org ,2024-09-11 11:17:18.509771,7,761.9754895803102,1,3,3,4
65,126,@garcia.org,2024-05-24 15:06:58.101450,4,501.0373185200152,1,0,1,3
66,101,juliawells,2023-06-17 23:28:37.247411,4,355.7873137490401,1,3,2,0
67,756,DANIEL17@lynch.net,2024-08-28 10:31:06.385919,5,515.2664953082822,1,2,3,1
68,81,cruzbarbara@example.com,2023-10-05 10:16:26.039943,2,23.67892051514489,1,1,1,1
69,847, yorksarah@.COM,2024-08-19 18:38:18.141725,3,221.642868241999,0,1,0,2
70,385,thomas05@example.com,2024-01-19 12:43:46.546922,3,453.17652455917334,2,0,3,0
71,874,guerrerorobert@CORTEZ-OLSON.INFO,2024-01-04 04:11:34.603747,1,161.21908350587807,0,1,0,0
72,830,elucas,2024-01-16 09:13:45.863077,7,522.010183594461,3,2,5,0
73,939,mchase@example.org,2024-04-17 00:01:43.306192,4,419.97349146222507,0,1,4,0
74,28,natasha43@example.org,2024-05-01 11:49:31.912973,3,378.89709994606835,0,1,3,0
75,436,@haney.net,2023-12-07 22:10:07.542867,3,163.03542302106092,0,2,1,1
76,210,DANAOLIVER@campos.com,2023-03-29 04:20:17.452282,6,267.28906796559386,1,1,2,4
77,183,sarah84@example.org,2023-03-13 08:11:46.315897,4,412.8241911875023,0,1,3,1
78,596,jacquelinemartin,2024-08-29 10:48:13.333576,8,628.7784400194535,3,2,7,0
79,762,stephenmadden@example.com,2023-10-21 21:35:19.806367,3,261.9460621403011,2,1,0,3
80,497,millereric@BOWERS.COM,2024-03-26 15:26:14.052110,2,121.5694883832208,1,0,1,0
81,842,WILLIAMSASHLEY@medina-arroyo.com,2023-02-20 18:12:45.275089,3,196.31055318191125,0,2,2,1
82,787,jacqueline02@example.com,2024-08-05 04:34:49.031745,8,903.1404472785389,2,2,5,3
83,406, justin01@andrews.com ,2024-06-14 15:39:59.758465,4,355.34313099948923,0,1,2,1
84,300,tarabishop@example.net,2024-11-06 19:50:07.148982,3,374.0799486817894,0,2,1,2
85,412,TWONG@smith.com,2023-10-14 11:06:04.741011,6,695.465653399078,0,3,5,0
86,784,xclements@VELASQUEZ.COM,2024-04-20 00:57:36.259927,2,202.8696360905369,0,1,2,0
87,988,@mcpherson.biz,2024-11-18 08:30:38.899071,9,818.9774656512649,0,7,4,5
88,587,@vega.com,2023-12-25 11:17:06.799875,3,262.05212256854486,1,2,1,1
89,731,kennedyjames,2023-04-24 01:47:03.524663,3,321.2698693404151,1,1,2,1
90,688,fostermelissa@shaw.org ,2024-08-10 21:50:26.419863,6,491.0040642466724,0,3,4,1
91,76,ybailey@WALKER.COM,2023-11-26 12:08:33.186846,7,828.8221325806251,2,3,2,5
92,667,wmacias@example.net,2023-06-25 03:25:03.266043,3,309.5988271996079,1,0,1,1
93,914,hansenwesley@example.com,2023-10-19 14:59:09.112338,4,324.3700063515425,0,2,3,0
94,723,vsullivan@example.org,2024-01-02 23:12:39.944947,2,216.62318210351788,0,0,2,0
95,577,caseyelliott@example.net,2023-12-03 00:04:14.480644,1,109.36477749116092,0,1,1,0
96,26,meagan89@example.org,2024-02-28 00:10:38.319589,3,235.00997415121134,0,1,2,0
97,626,DAVISLINDSEY@mckenzie-terry.com,2024-04-05 22:38:16.459491,3,485.4281529699638,0,1,1,1
98,501,@george.com,2023-09-22 09:03:10.142267,3,394.1698257308009,0,1,3,0
99,332, sandra84@.COM,2024-06-10 00:14:36.297019,5,373.5169903127428,2,2,2,3
100,27,nathanielmartin@.sellers.com,2024-09-08 19:04:03.756092,2,187.0197961684517,1,1,1,1
101,384,william88@example.com,2023-02-15 17:45:06.528755,6,450.39999197228093,1,2,5,1
102,831,andrewlove@example.org,2023-12-15 15:49:22.441377,3,288.05096402406866,1,1,2,1
103,908,john02@example.org,2024-11-07 12:08:16.097975,3,342.22771531225123,0,0,1,2
104,44,ramosmichelle@garcia.com ,2023-11-06 17:45:27.812532,7,722.1820043022434,2,2,3,4
105,159,antonio44@example.net,2023-06-18 02:57:52.073937,3,117.25199689551685,1,2,1,2
106,811,christinenorman,2024-06-24 02:08:48.830124,4,355.5883838031873,2,1,3,1
107,606,david02@example.org,2024-05-22 18:32:15.038269,7,727.7713326257934,2,2,2,3
108,271,jeffrey21@example.net,2023-07-30 13:41:23.367515,4,368.8646200275035,1,1,3,1
109,844,@gutierrez.net,2023-05-10 09:40:54.939755,6,461.3201264297091,2,1,3,0
110,192,qharrington@example.com,2024-04-01 00:45:23.479316,4,250.03546492314388,0,1,4,0
111,916,heather69@.carrillo-todd.info,2024-07-07 02:10:05.284782,3,367.1555946649296,0,1,1,1
112,743,reyesbrianna@brown.com ,2023-11-20 10:53:29.447624,2,165.81954610875707,0,1,2,0
113,806,james80@example.com,2024-06-04 19:07:41.612826,5,442.56594374095175,1,1,3,1
114,253,anthony44@example.com,2023-07-06 14:37:33.885116,4,431.20920034609935,1,1,1,3
115,460,robin55@example.com,2024-11-09 05:12:30.883463,3,232.85366578989095,2,1,0,2
116,103,joshuajones@YOUNG-ROGERS.NET,2023-01-22 17:55:25.899851,2,353.89823124289546,0,1,1,0
117,329,benjamin34@example.com,2023-12-21 01:01:37.869897,3,234.9512889804647,2,0,3,0
118,236,alvarezkimberly@example.net,2024-05-03 02:01:43.429312,3,326.63355987045827,1,1,1,2
119,984,gonzalezjill@example.org,2023-11-28 14:27:21.424588,5,468.51344938865293,1,2,4,1
120,973,zacharymarsh,2024-01-01 07:58:41.276383,5,439.6443574097345,2,2,2,1
121,350, angela57@.COM,2023-12-30 18:54:34.406764,3,352.9448418595592,0,1,1,2
122,12,mitchellclark@example.com,2024-01-05 08:15:31.951116,6,533.2407759927177,1,2,3,0
123,336,wwilliams@example.net,2023-04-17 08:16:22.351151,4,361.8668652755831,0,2,0,2
124,223,torrestravis@example.org,2024-03-07 18:25:43.166493,3,378.3038617412865,1,2,1,2
125,738,zschultz@example.com,2023-08-26 03:54:18.163135,5,502.14341406269,2,1,2,3
126,860,REBECCAARNOLD@shannon.com,2024-03-14 04:05:44.244339,3,445.31110979661355,1,0,0,1
127,602,perezwilliam@TREVINO.COM,2024-06-11 05:18:54.996210,4,416.09741113042384,1,2,4,0
128,388,rhernandez@example.org,2023-12-02 20:25:11.618690,7,681.3961484346926,2,2,4,3
129,417, marshallerik@shaw.com ,2023-10-11 22:05:06.822007,2,112.48794464821599,0,0,1,0
130,548,kimberlycunningham@DUNN-WILSON.COM,2023-11-05 06:41:32.198283,2,278.90457959136626,1,1,0,1
131,926,waustin@example.net,2023-01-15 15:10:03.179712,5,372.50874613486303,0,1,0,5
132,409, nancy04@.COM,2023-12-01 04:06:11.472847,4,231.62764490695753,0,2,2,2
133,91,@collins.com,2024-12-09 08:40:59.415059,3,329.9299934969283,1,2,0,3
134,578,scottbowen@goodman.info ,2024-12-01 09:09:03.101107,2,241.50818762164,0,0,1,1
135,663,toni21@example.net,2023-12-05 16:32:55.804068,5,493.24816180838366,2,1,2,3
136,822,KELLY98@barajas-colon.com,2023-03-04 22:21:37.969960,8,662.9149422467609,2,5,3,4
137,333,acostachristian@CARNEY.COM,2023-10-07 01:32:33.192387,4,385.7628415202104,0,2,4,0
138,707,joshuacolon@example.net,2024-05-04 22:03:57.124377,1,67.17850181929373,0,0,0,1
139,875,kclark@example.net,2025-01-01 16:31:52.349909,3,297.65173056993706,1,2,1,1
140,601,kvillarreal@.moore-ayala.org,2023-12-08 10:53:32.320974,7,716.7991510675349,2,1,4,1
141,222,debra12@example.org,2023-01-20 07:50:39.872344,2,201.5145952719247,1,0,2,0
142,285,benjaminzimmerman@example.com,2023-09-04 10:19:40.115177,3,253.98247954095123,0,0,2,1
143,22,maldonadoamanda@example.com,2024-10-05 23:07:18.960034,9,775.4335796019845,3,4,7,2
144,604,sarahmathews@PRATT.COM,2023-01-09 21:31:05.116832,3,102.03385034064374,1,0,1,2
145,727,walkerjeffrey@example.com,2024-10-16 00:30:33.145248,5,180.86593799817734,2,1,2,2
146,685,barnettlindsey@example.com,2023-04-09 22:52:34.777575,9,1019.4818476934838,0,6,1,6
147,128,amanda51@HOLLAND.INFO,2024-10-30 22:02:55.956293,4,404.2989156867299,1,1,2,1
148,372, kwright@peck-griffith.com ,2024-06-26 22:06:53.357161,2,223.84235357041916,0,1,0,1
149,330, glennmartin@lloyd.biz ,2024-01-08 19:58:45.784966,3,190.6148514007831,0,2,2,1
150,995,norrismichael@.king.info,2024-11-23 11:32:08.202800,1,39.509390147104405,0,0,0,0
151,209,lozanojulie@parsons-hall.com ,2024-05-27 16:45:02.510313,1,106.46838355054062,0,0,0,1
152,625,qparker,2023-01-18 00:56:21.412142,3,319.8771858543526,0,1,0,3
153,122,stricklandfrank@example.com,2024-06-18 10:55:56.314435,5,317.6090439416323,0,3,3,2
154,230,williamsmatthew@example.org,2023-02-14 16:07:51.354681,3,316.76785488262055,0,2,1,2
155,686,angelarandall@example.net,2023-03-23 02:01:26.173232,2,278.0474687744928,0,2,2,0
156,493, kristen77@.COM,2024-05-23 22:37:19.508286,3,95.90700190028582,0,1,0,2
157,319,carlos88,2023-05-21 20:21:09.838657,2,210.15815004817688,0,0,0,1
158,758,arivera@example.org,2024-09-27 00:26:58.412565,8,798.331270914954,4,2,3,1
159,924, moniqueclark@conley.com ,2024-05-12 08:42:18.336248,5,525.4511291403072,0,1,2,3
160,190,molly71@example.net,2023-08-17 13:24:12.799691,6,554.1032678081123,3,0,5,1
161,93,operry@example.net,2023-10-23 23:04:01.046649,9,1024.4293626261815,3,2,5,2
162,233, ramireztracey@fernandez.com ,2023-10-17 19:00:21.618077,5,639.4274918645307,0,1,3,2
163,157,andreamoore,2024-03-16 15:02:15.891586,1,24.734896949582833,0,1,0,0
164,225,ELLEN86@newton.com,2023-02-07 15:46:17.462821,3,424.9160904364895,0,2,0,3
165,232, brendali@murphy.org ,2023-01-12 23:34:35.736185,2,150.29509384489958,1,1,1,1
166,599,wiseanthony@NELSON-BROWN.ORG,2023-04-13 20:11:57.537455,5,717.8688274595072,1,1,2,3
167,476,laura15,2023-10-10 16:50:55.156303,6,713.252225596962,1,3,3,1
168,725,megan82@DAVIS-ANDERSON.COM,2023-03-14 00:38:49.265563,4,388.80951631683286,0,2,3,1
169,855,wford,2023-07-31 03:19:51.130343,6,611.9385993240974,1,2,4,1
170,360,david49@example.net,2024-07-02 06:03:21.159010,5,543.630780390743,0,1,2,2
171,246, fjones@reynolds.com ,2024-10-01 01:18:34.405252,4,369.6134857893566,2,1,1,3
172,861,philip94@example.org,2023-04-27 07:06:10.308625,4,386.9195182057132,2,1,1,2
173,367, nwashington@.COM,2024-09-02 00:12:35.894794,6,611.7887362692119,2,3,1,3
174,519,sferguson@example.com,2023-09-07 17:21:05.261810,5,433.14174422818564,1,1,2,3
175,654,brookssheri@example.com,2024-05-10 22:50:28.713097,3,222.98825376782048,0,2,1,2
176,111, vjohnson@shelton.info ,2023-02-03 11:02:25.918721,9,826.1162532721601,4,0,4,3
177,224,paigetaylor@example.com,2024-05-05 14:07:34.434001,3,350.3418553432143,0,1,1,2
178,47, kbarrera@smith-myers.info ,2024-08-30 13:10:44.290146,3,352.25389418721034,1,2,2,1
179,556,stephanie81@example.org,2024-05-21 15:12:19.217602,5,577.3011266455983,0,2,0,2
180,140,@pierce.com,2024-10-03 06:08:43.804967,4,478.4930477388897,1,2,2,0
181,177,samuel71@example.org,2024-06-27 06:50:23.202554,6,447.5996558080305,1,3,3,2
182,416,kevin90@.valdez-schwartz.com,2023-10-10 12:16:40.200656,4,345.55324398738804,0,0,2,2
183,827,simsjason@example.net,2023-09-14 20:21:08.644263,2,170.02289752657367,0,1,1,1
184,711,mercedesholland@example.net,2023-12-28 08:50:05.223615,2,336.70417167060987,1,1,0,2
185,132,lpetersen@MORRIS-SANCHEZ.COM,2024-03-02 20:35:41.921420,4,219.40112026188345,2,1,2,2
186,665,heatherbell@LE.BIZ,2024-06-08 16:37:48.449808,4,118.07284547798152,1,2,3,0
187,444,williamroberts@example.net,2023-11-02 12:02:33.735585,4,466.17505910544975,2,1,2,2
188,671,george62@example.net,2024-11-03 17:19:02.705320,2,321.9506429993967,0,1,0,2
189,152,christopher31@.duran.com,2023-06-17 04:22:33.310699,1,197.20538517627475,0,0,1,0
190,618,vargasbryan@example.net,2023-05-27 13:05:00.835097,8,656.7322380532295,1,4,5,2
191,696,mikayla56@reyes-washington.org ,2024-02-11 03:50:41.959466,4,367.1308571288174,2,1,3,0
192,305,moniquewilliams@example.com,2023-08-26 21:26:03.552687,4,448.15434036681313,1,0,0,3
193,353,khammond@example.org,2023-07-06 03:57:42.030270,1,157.35306889202153,0,1,1,0
194,355,wfrazier@example.org,2023-02-06 10:44:38.439240,8,687.2798284384298,0,6,6,1
195,882,laurahoover@example.org,2023-09-15 23:10:03.758225,3,405.88057012976816,1,1,3,0
196,185,cgrimes@example.net,2023-11-12 06:46:34.948267,5,245.7523658546454,1,2,4,1
197,694,jrodriguez@example.org,2023-11-04 21:43:51.136922,6,516.2197497321695,3,3,5,1
198,747,@walker.com,2023-01-12 19:48:31.209622,2,125.01323832279053,0,2,1,1
199,906, mgonzales@galvan.org ,2024-12-05 08:49:07.392848,5,571.9777423271903,2,0,4,1
200,386,whitneybrandy@.wiggins.com,2023-04-20 19:08:33.196852,3,230.67153547672908,1,2,2,0
201,955,clarkrandy@example.org,2023-07-27 18:53:23.211503,4,357.55755387188896,0,1,3,1
202,325, zwelch@.COM,2023-06-25 11:58:42.875497,3,194.96071130849032,0,3,2,1
203,291,tammy62@example.net,2024-09-27 23:56:19.226679,3,234.43487472602814,2,1,2,1
204,435,desireebailey,2023-07-10 18:53:09.441005,5,410.7856280252115,1,1,3,2
205,774,reynoldsjessica@example.com,2025-01-04 12:23:11.041772,2,179.71172064153546,0,1,2,0
206,935,amyyoung@example.com,2024-11-22 10:53:35.559349,6,476.32702339254575,0,3,2,2
207,660,xrosales@example.net,2024-08-22 15:58:46.947741,7,709.2904159304195,3,2,5,2
208,912,sylvia43@example.net,2023-03-19 16:24:26.333478,5,433.81145143524657,1,2,2,2
209,603,ruizpatrick@example.org,2024-01-23 10:57:55.530220,3,354.9938809813467,0,1,1,2
210,581, johnnewman@.COM,2023-03-29 21:03:02.259743,1,121.75391690929298,1,0,0,0
211,748,lawrencegary@DAWSON-CONNER.BIZ,2024-12-27 10:56:12.092206,3,214.29465745401117,1,0,1,0
212,704,xmalone@.robertson.com,2024-08-04 00:30:03.090498,5,542.9116410396688,0,3,2,2
213,146,joshuamccann@CARTER.INFO,2023-10-13 07:02:37.178245,2,147.00505227394711,1,0,1,0
214,259,ctucker@NELSON-FISCHER.COM,2023-09-20 23:02:13.464103,2,83.80014825204465,2,0,0,1
215,797,@hill.com,2024-03-04 01:36:22.386578,4,360.67320314106985,1,0,2,1
216,512,kelly79@example.org,2023-01-24 09:59:27.073533,2,210.02948081296708,0,1,2,0
217,896,jarnold@example.com,2024-10-03 14:45:26.513775,1,72.28310163433345,0,1,1,0
218,1,johnsonjoshua@example.org,2023-10-10 18:40:32.720932,5,461.12375368352673,0,1,2,2
219,206,yrodriguez@example.net,2024-10-02 12:00:54.220479,6,748.758852686637,3,1,4,2
220,297,stanleynancy@example.net,2024-12-19 16:19:05.628747,2,204.01071734301428,0,1,1,1
221,363,williamsdarlene@example.net,2024-10-07 15:16:21.072551,6,588.924346276697,1,3,2,3
222,777,WALTONMALIK@cordova-williams.com,2023-02-28 07:16:55.943596,2,230.58102473693745,1,1,1,1
223,768,MARY76@mercado.com,2023-12-19 18:41:00.625182,5,494.2183416068538,0,3,3,0
224,770,nmaxwell@example.org,2023-10-14 20:00:06.404925,3,265.72338509385133,0,3,1,0
225,52,brianromero@example.org,2024-11-26 21:48:02.412766,3,158.17059024613513,0,2,1,1
226,674,brianrivera,2024-05-06 19:05:35.343287,6,652.5837752010185,0,1,4,2
227,715,charlene44@example.com,2024-08-29 08:46:45.895577,4,278.9685200012682,1,2,4,0
228,992,ndavis@example.com,2024-10-28 16:47:10.999490,7,429.97966715050603,3,1,2,2
229,212,xjohnson@example.net,2023-01-23 12:16:29.528648,4,402.81720681976697,1,0,1,2
230,631,aguilarjonathan@example.org,2023-04-20 07:10:19.950340,5,325.2769194339535,0,4,3,2
231,274, kathleenrios@bean.info ,2024-04-30 18:28:41.174377,5,433.7463144004978,2,2,2,2
232,182,sandraromero@.shields.biz,2024-11-11 23:00:39.892705,6,688.9925700097494,0,2,5,1
233,442,griffinemily@SANCHEZ.BIZ,2024-03-12 01:07:02.998602,4,421.6495981855215,1,2,1,3
234,689,davidtodd@example.org,2023-09-01 22:27:26.972590,3,220.23184296542465,1,2,1,1
235,792, gbarrett@.COM,2024-02-14 03:44:31.135052,5,579.4448262844314,1,2,2,2
236,699,fosternatasha@example.net,2023-09-12 18:42:10.482243,7,832.8217054364919,2,1,3,2
237,218,gibbsalexander@example.net,2023-12-25 17:39:05.775472,5,492.69992824609244,1,3,1,2
238,348,patricia22@HICKS-MARTINEZ.COM,2024-12-26 21:00:59.433460,6,706.0764950047262,3,1,2,3
239,440,rreed@.pineda.com,2024-10-12 16:35:23.059643,5,393.7266081386232,0,1,3,2
240,280,brownmarie@example.org,2023-06-22 00:37:26.286976,3,288.93484786295477,0,1,2,0
241,13,lynchgeorge,2024-02-13 17:32:05.011725,8,740.530538769121,1,4,3,2
242,734,@gay.biz,2023-10-18 18:27:16.706961,5,626.4274559904426,1,2,2,3
243,760,fhernandez@example.net,2023-06-27 17:36:04.025316,5,710.1926023147489,0,2,3,2
244,636,nthompson@example.org,2024-03-29 20:53:46.827425,3,203.94123249492813,0,1,2,1
245,16,lydiatrujillo@adams-clark.org ,2024-04-19 01:29:09.227180,3,254.3259321882337,0,1,2,1
246,474,danieldavis@example.org,2023-08-13 12:33:10.883996,4,438.7622866144134,1,1,2,2
247,86,christinaturner@example.net,2024-02-22 06:14:54.432386,3,332.01394374907704,1,1,2,0
248,6,joshua35@example.org,2023-06-30 07:45:25.755943,5,351.8502876839576,1,1,2,1
249,205,danielle64@bruce-gonzalez.biz ,2024-11-13 20:26:45.663837,5,500.61917391906275,0,4,4,1
250,887,princekimberly@reynolds.net ,2023-10-25 04:04:05.943187,5,508.843867073219,1,4,2,3
251,572,lewischristian@.perez.com,2023-08-24 15:07:05.974571,3,333.19854319647914,1,1,0,1
252,852,CHRISTINA49@cunningham.com,2024-09-19 20:35:43.327411,5,490.62870748185287,2,3,2,3
253,168,@davis.org,2024-01-08 11:11:16.155739,4,365.6654538482388,1,2,3,1
254,178,JENNIFERCOLLINS@tran.com,2023-07-05 18:31:46.959962,4,277.5261737780204,0,2,2,1
255,142,newtonstephanie@example.net,2024-04-27 17:40:37.698574,3,88.3518998300599,2,1,1,0
256,998,mario74@rocha.com ,2024-09-14 10:55:49.627649,1,95.10067766396543,0,1,0,0
257,972,fwalker@example.com,2023-05-17 05:49:41.904002,2,263.9656615215471,0,2,1,1
258,925,kimberlywilson@example.org,2024-09-05 10:14:48.959892,10,930.2790208081541,4,1,6,1
259,3,williamjohnson@baldwin.net ,2023-01-20 13:39:12.144614,3,340.412801448758,1,2,2,1
260,867,paul70@example.org,2024-08-12 19:40:19.744253,2,224.29748785108563,0,1,0,2
261,308,pottsjeffrey@example.com,2024-07-19 00:42:18.233605,4,362.27387941172356,1,2,3,1
262,328,ihays@example.com,2024-05-23 13:37:42.706022,1,91.65810442976196,0,0,1,0
263,164,@morse.com,2024-02-28 07:41:16.708856,9,839.6021019851846,2,5,3,5
264,40,ESANCHEZ@lee-davis.biz,2024-08-14 00:33:47.123340,4,468.5459311644673,0,1,1,1
265,429,bethwilliams@example.com,2023-11-28 21:03:03.565737,9,932.5159978675449,1,5,2,2
266,20,ddavis@HERNANDEZ.BIZ,2024-09-07 23:40:29.608300,2,282.9663423528154,0,0,2,0
267,470,nbrooks@example.net,2023-12-05 12:13:48.259298,1,74.80803730561597,1,0,1,0
268,839,irobles@example.com,2024-07-07 08:01:48.386205,1,158.5130415684044,0,0,0,1
269,500,ryanhawkins@RUSSELL.COM,2025-01-02 17:45:17.541530,4,404.8882360568196,0,2,2,2
270,169,KEYEMILY@johnston-hines.com,2024-07-25 03:47:48.088939,2,294.92114535617173,0,0,1,1
271,283,marcalvarez@ROSARIO.COM,2024-12-15 20:27:27.699104,9,661.5883111402345,3,3,2,5
272,139,thomas85@example.com,2024-10-01 19:51:50.638160,7,680.2369598731974,3,0,1,2
273,359,meghan43,2024-03-28 14:04:32.785352,3,414.8089204537534,0,2,1,2
274,479,davisnicholas@example.net,2024-02-13 00:03:38.271959,2,254.62914943481073,0,1,2,0
275,881,ajackson@example.net,2024-06-26 07:55:56.413158,9,909.8187762598998,2,2,1,6
276,692,luis11@example.com,2024-01-31 01:18:19.358342,4,307.24264071130546,2,0,2,0
277,980,steven05@example.org,2023-03-23 08:14:45.500649,5,580.8786326127488,0,3,4,1
278,431, andersenthomas@.COM,2023-04-02 18:21:56.724394,3,303.41563096753424,1,1,2,0
279,295,stacey73@example.org,2023-04-15 16:38:51.483148,4,621.4561689140888,0,2,1,2
280,340,ejohnson@example.org,2023-01-17 20:41:19.106623,4,430.3940283945798,2,0,2,1
281,582,ANGELAGREENE@mitchell.com,2024-08-02 06:43:37.107623,6,392.58109620799087,3,2,2,3
282,250,danny49@example.org,2023-12-07 10:39:40.132449,5,648.1745906881847,1,1,4,1
